客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
60,1,249000,83,100,30,0,0,0,1,1,1,0
60,2,18975,33,25,23,1,0,1,0,0,0,0
61,1,122400,50,51,48,1,1,1,1,1,1,1
61,2,93600,40,39,60,1,0,1,1,0,1,0
62,1,164820,82,67,30,0,0,1,1,0,1,0
62,2,164820,82,67,30,1,1,0,0,0,1,0
63,1,164820,82,67,30,1,1,0,1,1,0,1
64,1,549976,98,122,46,0,0,0,1,0,0,0
64,2,61824,92,12,56,1,0,1,1,0,1,0
64,3,156978,57,51,54,0,1,0,1,1,1,0
65,1,549976,98,122,46,1,0,1,0,1,1,0
65,2,61824,92,12,56,1,1,1,0,0,1,0
66,1,249000,83,100,30,1,1,1,1,1,1,0
66,2,18975,33,25,23,0,1,1,0,1,0,0
66,3,61824,92,12,56,0,1,1,1,0,1,0
67,1,249000,83,100,30,1,1,0,1,0,0,0
67,2,18975,33,25,23,0,1,0,1,0,1,0
67,3,249000,83,100,30,1,0,1,1,0,0,0
68,1,249000,83,100,30,0,1,1,0,0,0,0
68,2,93600,40,39,60,1,0,1,0,1,0,0
69,1,61824,92,12,56,0,1,1,1,1,1,0
70,1,249000,83,100,30,1,0,1,0,0,0,0
70,2,18975,33,25,23,1,1,1,0,0,1,0
70,3,156978,57,51,54,0,1,1,1,1,0,1
71,1,74844,81,33,28,0,0,1,0,1,0,1
71,2,61824,92,12,56,0,1,1,0,0,0,1
71,3,164820,82,67,30,1,1,1,0,1,1,0
72,1,249660,73,57,60,1,1,0,1,1,1,0
72,2,296946,81,78,47,0,1,1,1,1,1,0
73,1,206752,91,71,32,0,1,1,1,1,1,0
74,1,164820,82,67,30,1,1,0,0,0,1,1
74,2,156978,57,51,54,0,1,1,0,1,1,0
75,1,296946,81,78,47,1,1,0,0,1,0,0
75,2,164820,82,67,30,1,1,0,1,0,1,0
76,1,76140,47,36,45,1,1,1,1,0,1,0
76,2,18975,33,25,23,0,0,1,1,1,0,0
76,3,549976,98,122,46,1,1,0,1,1,1,0
77,1,249660,73,57,60,0,0,1,1,0,0,0
78,1,164820,82,67,30,1,1,1,0,1,0,1
78,2,249660,73,57,60,1,1,1,0,1,0,0
79,1,74844,81,33,28,1,0,1,1,0,1,0
80,1,156978,57,51,54,1,0,1,0,0,0,1
81,1,71896,86,38,22,0,0,0,0,1,1,0
81,2,249660,73,57,60,1,1,1,1,1,0,0
82,1,74844,81,33,28,1,1,1,0,1,0,1
83,1,549976,98,122,46,0,1,1,1,1,0,0
83,2,249000,83,100,30,1,0,1,1,1,0,0
83,3,76140,47,36,45,0,1,1,1,0,0,0
84,1,549976,98,122,46,1,1,0,0,0,0,0
84,2,249660,73,57,60,1,1,1,1,1,0,0
84,3,206752,91,71,32,1,1,0,1,0,1,0
