客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
20,3,74844,81,33,28,1,0,0,1,1,0,0
21,1,93600,40,39,60,1,1,0,0,1,0,0
21,2,76140,47,36,45,0,0,0,1,1,0,1
21,3,404544,84,112,43,1,1,0,1,0,0,0
22,1,74844,81,33,28,0,0,1,0,1,1,0
23,1,164820,82,67,30,0,1,0,0,1,1,0
23,2,260820,92,81,35,1,1,0,0,1,0,0
23,3,404544,84,112,43,0,0,0,1,1,1,0
24,1,249000,83,100,30,1,1,1,0,1,0,0
24,2,156978,57,51,54,0,1,0,0,0,1,0
25,1,260820,92,81,35,1,1,1,1,1,1,0
26,1,74844,81,33,28,1,1,1,1,1,0,0
27,1,206752,91,71,32,1,1,0,1,1,0,1
27,2,404544,84,112,43,1,0,1,0,1,0,1
27,3,549976,98,122,46,1,0,0,1,1,1,0
28,1,76140,47,36,45,0,1,0,0,0,0,0
28,2,404544,84,112,43,1,1,0,1,0,1,0
29,1,249660,73,57,60,1,1,1,1,1,1,0
29,2,61824,92,12,56,1,1,1,1,0,0,1
29,3,206752,91,71,32,1,1,1,1,1,0,0
30,1,61824,92,12,56,1,1,1,1,0,0,0
30,2,61824,92,12,56,0,1,0,1,1,0,0
30,3,76140,47,36,45,0,0,0,1,1,0,0
31,1,260820,92,81,35,1,1,0,0,0,1,0
32,1,76140,47,36,45,1,1,1,1,1,1,0
33,1,249000,83,100,30,0,1,1,1,1,1,0
34,1,61824,92,12,56,1,1,1,1,1,1,0
34,2,122400,50,51,48,1,1,1,0,1,0,0
35,1,61824,92,12,56,0,1,1,1,0,0,0
35,2,249660,73,57,60,0,1,1,1,0,1,0
36,1,18975,33,25,23,0,0,0,1,0,1,0
36,2,260820,92,81,35,1,0,1,1,0,1,0
37,1,164820,82,67,30,0,0,0,1,1,0,0
38,1,404544,84,112,43,0,1,0,0,1,0,0
38,2,156978,57,51,54,1,1,0,0,1,0,0
39,1,206752,91,71,32,1,1,1,1,1,1,0
39,2,164820,82,67,30,1,1,1,1,1,0,1
40,1,164820,82,67,30,1,1,1,0,1,0,0
41,1,249000,83,100,30,0,0,1,1,0,0,0
41,2,74844,81,33,28,1,0,1,1,0,1,0
42,1,74844,81,33,28,0,0,1,1,1,0,0
42,2,206752,91,71,32,1,1,0,0,0,1,0
42,3,249660,73,57,60,1,0,0,1,0,1,0
43,1,249660,73,57,60,1,1,1,0,0,0,0
44,1,164820,82,67,30,1,1,0,1,1,0,0
44,2,71896,86,38,22,0,1,1,0,0,1,1
45,1,164820,82,67,30,1,1,0,0,0,1,0
46,1,122400,50,51,48,0,1,1,1,0,0,0
47,1,260820,92,81,35,1,1,0,1,0,1,0
48,1,93600,40,39,60,1,0,1,1,1,1,0
48,2,18975,33,25,23,1,0,0,0,1,1,0
49,1,74844,81,33,28,0,1,1,0,1,1,0
49,2,249660,73,57,60,0,0,1,1,0,1,0
49,3,249000,83,100,30,1,1,1,1,0,1,0
50,1,156978,57,51,54,1,1,1,0,1,1,0
51,1,61824,92,12,56,1,1,1,1,1,1,1
51,2,71896,86,38,22,0,0,0,1,1,1,1
51,3,249660,73,57,60,0,1,0,1,0,1,0
52,1,260820,92,81,35,0,0,1,0,1,1,0
52,2,249000,83,100,30,1,0,0,0,0,0,0
52,3,71896,86,38,22,1,1,1,1,0,1,0
53,1,18975,33,25,23,0,1,0,1,0,1,0
53,2,61824,92,12,56,1,1,0,0,1,1,0
54,1,249660,73,57,60,1,1,1,0,1,0,0
55,1,260820,92,81,35,1,1,0,1,0,0,0
55,2,164820,82,67,30,1,0,1,0,1,1,0
56,1,249660,73,57,60,1,1,1,1,1,1,0
56,2,156978,57,51,54,1,1,1,0,0,0,0
57,1,404544,84,112,43,1,0,0,1,1,1,0
57,2,404544,84,112,43,0,1,1,1,0,1,0
57,3,61824,92,12,56,1,1,1,1,1,1,0
58,1,249660,73,57,60,0,1,0,1,0,1,0
58,2,76140,47,36,45,0,1,0,1,1,1,0
59,1,122400,50,51,48,0,0,1,0,0,1,0
59,2,249000,83,100,30,1,0,1,1,0,1,0
59,3,61824,92,12,56,0,0,1,1,0,0,1
60,1,260820,92,81,35,0,0,1,1,1,0,0
60,2,260820,92,81,35,1,0,0,1,0,0,0
60,3,260820,92,81,35,0,0,0,1,0,0,0
