客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
20,3,74844,81,33,28,1,0,0,1,1,0,0
21,1,93600,40,39,60,1,1,0,0,1,0,0
21,2,76140,47,36,45,0,0,0,1,1,0,1
21,3,404544,84,112,43,1,1,0,1,0,0,0
22,1,74844,81,33,28,0,0,1,0,1,1,0
23,1,164820,82,67,30,0,1,0,0,1,1,0
23,2,260820,92,81,35,1,1,0,0,1,0,0
23,3,404544,84,112,43,0,0,0,1,1,1,0
24,1,249000,83,100,30,1,1,1,0,1,0,0
24,2,156978,57,51,54,0,1,0,0,0,1,0
25,1,260820,92,81,35,1,1,1,1,1,1,0
26,1,74844,81,33,28,1,1,1,1,1,0,0
27,1,206752,91,71,32,1,1,0,1,1,0,1
27,2,404544,84,112,43,1,0,1,0,1,0,1
27,3,549976,98,122,46,1,0,0,1,1,1,0
28,1,76140,47,36,45,0,1,0,0,0,0,0
28,2,404544,84,112,43,1,1,0,1,0,1,0
29,1,249660,73,57,60,1,1,1,1,1,1,0
29,2,61824,92,12,56,1,1,1,1,0,0,1
29,3,206752,91,71,32,1,1,1,1,1,0,0
30,1,61824,92,12,56,1,1,1,1,0,0,0
30,2,61824,92,12,56,0,1,0,1,1,0,0
30,3,76140,47,36,45,0,0,0,1,1,0,0
31,1,260820,92,81,35,1,1,0,0,0,1,0
32,1,76140,47,36,45,1,1,1,1,1,1,0
33,1,249000,83,100,30,0,1,1,1,1,1,0
34,1,61824,92,12,56,1,1,1,1,1,1,0
34,2,122400,50,51,48,1,1,1,0,1,0,0
35,1,61824,92,12,56,0,1,1,1,0,0,0
35,2,249660,73,57,60,0,1,1,1,0,1,0
36,1,18975,33,25,23,0,0,0,1,0,1,0
36,2,260820,92,81,35,1,0,1,1,0,1,0
37,1,164820,82,67,30,0,0,0,1,1,0,0
38,1,404544,84,112,43,0,1,0,0,1,0,0
38,2,156978,57,51,54,1,1,0,0,1,0,0
39,1,206752,91,71,32,1,1,1,1,1,1,0
39,2,164820,82,67,30,1,1,1,1,1,0,1
40,1,164820,82,67,30,1,1,1,0,1,0,0
41,1,249000,83,100,30,0,0,1,1,0,0,0
41,2,74844,81,33,28,1,0,1,1,0,1,0
42,1,74844,81,33,28,0,0,1,1,1,0,0
42,2,206752,91,71,32,1,1,0,0,0,1,0
42,3,249660,73,57,60,1,0,0,1,0,1,0
43,1,249660,73,57,60,1,1,1,0,0,0,0
44,1,164820,82,67,30,1,1,0,1,1,0,0
44,2,71896,86,38,22,0,1,1,0,0,1,1
45,1,164820,82,67,30,1,1,0,0,0,1,0
46,1,122400,50,51,48,0,1,1,1,0,0,0
47,1,260820,92,81,35,1,1,0,1,0,1,0
48,1,93600,40,39,60,1,0,1,1,1,1,0
48,2,18975,33,25,23,1,0,0,0,1,1,0
49,1,74844,81,33,28,0,1,1,0,1,1,0
49,2,249660,73,57,60,0,0,1,1,0,1,0
49,3,249000,83,100,30,1,1,1,1,0,1,0
50,1,156978,57,51,54,1,1,1,0,1,1,0
51,1,61824,92,12,56,1,1,1,1,1,1,1
51,2,71896,86,38,22,0,0,0,1,1,1,1
51,3,249660,73,57,60,0,1,0,1,0,1,0
52,1,260820,92,81,35,0,0,1,0,1,1,0
52,2,249000,83,100,30,1,0,0,0,0,0,0
52,3,71896,86,38,22,1,1,1,1,0,1,0
53,1,18975,33,25,23,0,1,0,1,0,1,0
53,2,61824,92,12,56,1,1,0,0,1,1,0
54,1,249660,73,57,60,1,1,1,0,1,0,0
55,1,260820,92,81,35,1,1,0,1,0,0,0
55,2,164820,82,67,30,1,0,1,0,1,1,0
56,1,249660,73,57,60,1,1,1,1,1,1,0
56,2,156978,57,51,54,1,1,1,0,0,0,0
57,1,404544,84,112,43,1,0,0,1,1,1,0
57,2,404544,84,112,43,0,1,1,1,0,1,0
57,3,61824,92,12,56,1,1,1,1,1,1,0
58,1,249660,73,57,60,0,1,0,1,0,1,0
58,2,76140,47,36,45,0,1,0,1,1,1,0
59,1,122400,50,51,48,0,0,1,0,0,1,0
59,2,249000,83,100,30,1,0,1,1,0,1,0
59,3,61824,92,12,56,0,0,1,1,0,0,1
60,1,260820,92,81,35,0,0,1,1,1,0,0
60,2,260820,92,81,35,1,0,0,1,0,0,0
60,3,260820,92,81,35,0,0,0,1,0,0,0
61,1,249660,73,57,60,0,0,1,1,0,0,1
61,2,549976,98,122,46,0,1,1,0,1,1,0
61,3,74844,81,33,28,1,0,1,0,1,1,1
62,1,164820,82,67,30,0,0,1,0,1,1,0
62,2,549976,98,122,46,0,1,0,0,0,0,0
63,1,249000,83,100,30,1,0,1,0,0,1,0
63,2,18975,33,25,23,1,0,0,0,0,1,0
64,1,61824,92,12,56,1,0,1,1,1,1,0
64,2,249660,73,57,60,1,0,0,1,1,0,0
64,3,122400,50,51,48,1,1,0,1,1,0,0
65,1,156978,57,51,54,1,1,0,1,1,0,0
65,2,206752,91,71,32,1,0,0,1,1,1,0
66,1,206752,91,71,32,0,0,1,1,1,0,0
66,2,249000,83,100,30,0,1,1,0,1,0,0
67,1,76140,47,36,45,1,0,1,1,0,1,0
68,1,260820,92,81,35,1,0,0,1,1,0,1
68,2,249660,73,57,60,0,1,1,1,0,1,0
69,1,404544,84,112,43,1,0,1,1,1,1,1
70,1,296946,81,78,47,1,0,1,0,0,1,0
70,2,296946,81,78,47,0,1,1,1,0,0,0
71,1,93600,40,39,60,0,0,1,1,1,1,0
71,2,549976,98,122,46,0,1,1,0,0,1,0
72,1,74844,81,33,28,1,1,0,0,0,1,1
73,1,93600,40,39,60,1,0,1,1,0,1,0
74,1,404544,84,112,43,1,1,1,0,1,0,1
74,2,249660,73,57,60,1,1,1,1,1,1,1
74,3,296946,81,78,47,1,1,1,1,0,1,0
75,1,260820,92,81,35,0,0,0,1,1,0,0
75,2,249660,73,57,60,1,0,1,0,0,1,0
76,1,74844,81,33,28,0,0,0,0,1,0,0
77,1,71896,86,38,22,0,0,1,0,1,1,1
77,2,549976,98,122,46,0,1,0,1,0,1,1
77,3,164820,82,67,30,1,1,1,1,1,1,1
78,1,61824,92,12,56,0,1,0,1,1,1,0
78,2,206752,91,71,32,1,0,0,0,0,0,0
78,3,76140,47,36,45,1,0,0,1,0,0,0
79,1,61824,92,12,56,0,0,1,0,1,1,0
79,2,74844,81,33,28,0,1,0,0,1,1,1
79,3,61824,92,12,56,0,1,1,0,1,0,1
80,1,18975,33,25,23,0,0,0,0,1,1,0
80,2,549976,98,122,46,0,0,0,1,1,0,0
81,1,71896,86,38,22,1,0,0,0,1,1,0
82,1,76140,47,36,45,1,0,1,1,1,1,0
83,1,164820,82,67,30,1,1,1,0,0,0,0
84,1,249000,83,100,30,1,1,1,0,1,1,0
84,2,249000,83,100,30,1,1,0,1,1,1,0
