客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
34,1,76140,47,36,45,1,1,1,1,0,0,1
35,1,260820,92,81,35,1,1,1,0,1,1,0
35,2,156978,57,51,54,1,1,0,1,1,0,1
36,1,76140,47,36,45,1,1,1,0,1,1,0
37,1,74844,81,33,28,0,0,0,1,1,1,1
37,2,76140,47,36,45,0,0,1,1,1,1,0
38,1,61824,92,12,56,0,0,1,1,0,1,0
39,1,74844,81,33,28,1,1,0,1,1,0,0
39,2,549976,98,122,46,0,0,1,0,1,0,0
40,1,549976,98,122,46,1,1,0,0,0,1,0
40,2,549976,98,122,46,0,1,1,1,1,1,1
40,3,122400,50,51,48,1,1,0,0,1,1,0
41,1,93600,40,39,60,0,0,0,0,1,0,0
41,2,122400,50,51,48,1,0,1,1,0,1,0
41,3,549976,98,122,46,1,1,1,1,1,0,0
42,1,71896,86,38,22,0,0,0,0,1,1,0
42,2,549976,98,122,46,1,1,0,0,0,1,0
42,3,71896,86,38,22,1,0,0,1,0,0,0
43,1,404544,84,112,43,1,0,1,1,1,1,0
43,2,61824,92,12,56,0,0,0,1,0,1,0
43,3,206752,91,71,32,1,0,1,0,0,1,1
44,1,61824,92,12,56,1,0,1,0,0,0,1
44,2,18975,33,25,23,1,0,0,1,0,1,0
44,3,93600,40,39,60,0,1,0,0,1,0,1
45,1,74844,81,33,28,1,1,0,0,0,1,0
45,2,74844,81,33,28,1,0,1,1,1,0,0
46,1,74844,81,33,28,1,1,1,1,0,0,1
47,1,156978,57,51,54,1,0,1,0,1,1,0
47,2,260820,92,81,35,1,1,1,0,1,0,0
48,1,61824,92,12,56,0,1,0,1,1,1,0
49,1,156978,57,51,54,0,1,0,1,0,1,1
50,1,61824,92,12,56,0,1,1,1,0,0,0
51,1,76140,47,36,45,0,0,0,1,1,0,0
51,2,206752,91,71,32,1,0,1,0,1,1,0
51,3,249660,73,57,60,1,0,1,1,1,0,0
52,1,249000,83,100,30,0,1,0,1,0,1,0
52,2,76140,47,36,45,1,0,1,1,1,1,0
52,3,296946,81,78,47,0,1,0,1,1,1,0
53,1,156978,57,51,54,0,1,0,0,0,0,0
54,1,249000,83,100,30,1,1,0,1,1,1,1
54,2,156978,57,51,54,0,0,1,0,0,1,1
55,1,549976,98,122,46,1,0,0,1,1,1,0
56,1,296946,81,78,47,1,0,1,0,0,1,0
57,1,404544,84,112,43,1,0,1,0,0,0,0
57,2,260820,92,81,35,1,1,0,1,0,1,0
57,3,61824,92,12,56,0,1,1,1,1,1,0
58,1,74844,81,33,28,1,0,1,0,1,0,0
58,2,93600,40,39,60,1,0,0,0,1,0,0
59,1,122400,50,51,48,1,0,0,0,1,1,0
59,2,18975,33,25,23,0,1,0,0,1,1,0
59,3,164820,82,67,30,0,1,0,0,0,1,0
60,1,76140,47,36,45,1,1,0,0,0,1,0
60,2,18975,33,25,23,1,0,0,1,1,1,0
60,3,71896,86,38,22,0,1,1,1,1,0,0
