客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
42,1,74844,81,33,28,0,1,0,1,1,1,0
42,2,260820,92,81,35,0,1,1,1,0,1,1
43,1,260820,92,81,35,1,1,0,1,0,0,0
44,1,164820,82,67,30,1,0,1,1,1,0,0
44,2,249000,83,100,30,0,1,0,1,1,1,0
44,3,164820,82,67,30,0,1,0,0,1,1,0
45,1,549976,98,122,46,0,0,1,0,1,1,0
46,1,18975,33,25,23,0,1,0,0,1,1,0
46,2,61824,92,12,56,0,0,0,1,1,1,1
47,1,76140,47,36,45,1,1,0,1,0,1,0
47,2,404544,84,112,43,1,1,1,0,1,1,0
47,3,93600,40,39,60,1,1,1,1,0,1,0
48,1,76140,47,36,45,1,0,0,0,1,0,0
48,2,164820,82,67,30,0,1,0,0,1,1,0
48,3,61824,92,12,56,0,1,0,0,0,0,1
49,1,76140,47,36,45,0,0,1,1,1,0,0
49,2,71896,86,38,22,0,0,0,1,1,1,0
49,3,61824,92,12,56,0,1,0,0,1,1,0
50,1,76140,47,36,45,1,1,1,1,1,1,1
50,2,206752,91,71,32,0,0,1,0,0,0,0
51,1,71896,86,38,22,0,0,1,0,1,1,0
51,2,404544,84,112,43,0,0,0,1,1,0,0
52,1,549976,98,122,46,0,0,1,0,1,0,0
52,2,74844,81,33,28,0,1,0,0,1,1,0
53,1,76140,47,36,45,1,0,1,1,0,1,0
53,2,61824,92,12,56,1,1,0,1,1,1,0
53,3,61824,92,12,56,0,0,0,1,1,1,0
54,1,122400,50,51,48,0,1,0,1,1,1,0
54,2,549976,98,122,46,1,0,1,1,0,1,0
55,1,61824,92,12,56,0,0,0,0,1,1,1
55,2,156978,57,51,54,1,1,1,1,1,1,1
55,3,93600,40,39,60,1,0,1,1,0,0,0
56,1,164820,82,67,30,1,0,1,1,0,1,1
56,2,156978,57,51,54,1,0,0,1,1,0,0
57,1,404544,84,112,43,1,0,1,1,1,1,0
57,2,76140,47,36,45,1,0,0,1,1,1,0
58,1,249660,73,57,60,1,1,1,1,1,1,1
59,1,164820,82,67,30,0,1,1,1,1,1,0
59,2,249660,73,57,60,1,1,1,1,1,0,0
60,1,164820,82,67,30,1,0,0,0,1,1,0
60,2,206752,91,71,32,1,1,1,0,0,0,0
61,1,71896,86,38,22,1,0,1,0,0,0,0
62,1,404544,84,112,43,0,1,1,0,0,1,0
62,2,74844,81,33,28,1,1,1,0,0,0,0
62,3,71896,86,38,22,1,0,1,1,0,1,0
63,1,76140,47,36,45,1,0,0,0,0,1,1
63,2,249000,83,100,30,0,1,0,1,0,1,0
63,3,156978,57,51,54,1,1,1,1,1,0,0
64,1,164820,82,67,30,1,1,1,1,1,0,0
65,1,260820,92,81,35,1,1,1,0,0,1,1
65,2,74844,81,33,28,1,1,1,1,0,0,0
66,1,249000,83,100,30,0,0,0,0,1,0,0
66,2,249660,73,57,60,0,1,0,1,0,1,0
67,1,249660,73,57,60,0,1,1,0,1,1,0
67,2,18975,33,25,23,1,0,1,0,1,1,0
68,1,71896,86,38,22,1,0,1,0,1,1,0
69,1,164820,82,67,30,0,0,1,1,1,0,0
70,1,18975,33,25,23,1,1,1,1,0,1,1
70,2,71896,86,38,22,1,0,1,1,1,1,0
70,3,404544,84,112,43,1,1,0,1,0,1,1
71,1,164820,82,67,30,1,0,0,0,1,0,0
71,2,156978,57,51,54,0,1,0,0,0,1,0
71,3,18975,33,25,23,1,1,1,1,1,0,0
72,1,122400,50,51,48,1,1,1,1,0,0,0
72,2,404544,84,112,43,0,1,0,1,0,0,0
