客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
27,2,18975,33,25,23,1,1,0,1,1,0,0
28,1,93600,40,39,60,0,0,1,1,0,0,1
28,2,249000,83,100,30,1,0,1,1,0,0,0
29,1,93600,40,39,60,0,0,1,0,1,1,1
30,1,156978,57,51,54,1,1,1,1,1,0,0
30,2,249660,73,57,60,1,0,0,0,0,1,1
31,1,74844,81,33,28,1,0,0,1,0,0,0
32,1,549976,98,122,46,1,1,1,1,0,1,0
32,2,549976,98,122,46,1,1,0,1,0,0,0
32,3,122400,50,51,48,1,0,1,1,0,0,1
33,1,156978,57,51,54,1,0,1,0,1,1,0
33,2,296946,81,78,47,1,0,0,1,1,1,0
33,3,249660,73,57,60,1,0,0,1,1,0,1
34,1,260820,92,81,35,1,0,1,0,1,0,0
34,2,249000,83,100,30,1,1,0,0,1,0,0
34,3,549976,98,122,46,1,1,0,0,0,1,0
35,1,549976,98,122,46,0,0,1,0,1,1,0
35,2,122400,50,51,48,1,1,0,0,0,1,1
36,1,404544,84,112,43,0,0,1,1,1,1,0
36,2,71896,86,38,22,1,1,1,0,1,1,0
36,3,404544,84,112,43,0,0,0,1,1,1,0
37,1,93600,40,39,60,1,0,1,0,0,0,0
37,2,206752,91,71,32,0,1,1,0,0,0,0
38,1,549976,98,122,46,1,1,0,0,0,0,1
39,1,76140,47,36,45,1,1,0,1,0,0,1
39,2,156978,57,51,54,1,1,0,1,0,1,1
40,1,61824,92,12,56,1,0,0,1,0,0,0
41,1,156978,57,51,54,0,1,1,1,1,0,0
41,2,404544,84,112,43,1,1,0,1,1,0,0
41,3,404544,84,112,43,0,1,1,1,0,0,0
42,1,74844,81,33,28,1,0,1,0,1,1,0
43,1,93600,40,39,60,1,1,0,0,1,0,0
44,1,549976,98,122,46,1,1,1,0,1,1,0
44,2,249660,73,57,60,0,1,1,0,1,1,0
45,1,71896,86,38,22,1,1,1,1,1,1,0
45,2,249000,83,100,30,0,1,1,1,1,0,0
45,3,549976,98,122,46,1,0,1,1,0,1,0
46,1,93600,40,39,60,1,1,1,1,0,0,1
46,2,122400,50,51,48,1,1,1,0,0,1,0
46,3,249660,73,57,60,1,0,0,1,1,1,0
47,1,206752,91,71,32,0,1,1,0,1,1,0
48,1,296946,81,78,47,1,1,0,0,1,1,0
48,2,71896,86,38,22,0,1,1,1,1,1,0
48,3,18975,33,25,23,1,0,0,1,0,0,0
49,1,93600,40,39,60,1,1,1,1,0,0,0
49,2,249000,83,100,30,1,1,1,0,1,0,0
49,3,71896,86,38,22,1,0,0,0,1,0,0
50,1,404544,84,112,43,1,1,0,0,1,1,0
51,1,549976,98,122,46,0,1,0,0,0,1,0
52,1,296946,81,78,47,1,1,0,1,0,1,0
53,1,549976,98,122,46,1,1,0,1,0,0,0
54,1,61824,92,12,56,0,1,1,1,0,0,0
54,2,71896,86,38,22,1,1,0,1,1,1,0
54,3,74844,81,33,28,1,0,0,1,0,1,1
55,1,61824,92,12,56,1,0,1,1,1,1,0
55,2,404544,84,112,43,1,0,0,1,0,1,0
56,1,249660,73,57,60,1,1,1,1,0,1,0
56,2,260820,92,81,35,1,1,0,0,1,1,0
57,1,76140,47,36,45,1,0,1,1,1,1,0
58,1,61824,92,12,56,0,0,0,0,1,0,0
58,2,122400,50,51,48,0,1,1,0,0,1,0
59,1,296946,81,78,47,1,1,1,0,0,0,0
59,2,404544,84,112,43,1,0,1,0,1,0,0
59,3,156978,57,51,54,1,0,0,1,0,1,0
60,1,249000,83,100,30,0,1,1,1,1,0,0
60,2,122400,50,51,48,0,0,1,0,1,0,0
60,3,74844,81,33,28,1,1,1,0,0,1,0
61,1,122400,50,51,48,1,0,0,0,1,0,0
61,2,71896,86,38,22,1,0,1,1,1,0,0
61,3,296946,81,78,47,1,1,1,0,0,0,0
62,1,76140,47,36,45,1,1,1,1,0,0,0
63,1,249000,83,100,30,0,0,1,1,0,1,0
63,2,122400,50,51,48,1,0,1,1,1,0,0
63,3,156978,57,51,54,0,0,1,0,0,1,0
64,1,549976,98,122,46,0,0,1,0,0,0,0
64,2,122400,50,51,48,0,1,0,1,1,1,1
65,1,404544,84,112,43,1,0,0,1,1,1,0
66,1,18975,33,25,23,1,1,0,0,1,1,0
67,1,156978,57,51,54,0,1,0,1,1,0,1
67,2,249000,83,100,30,1,1,0,1,0,0,0
68,1,18975,33,25,23,0,0,0,1,1,1,0
68,2,404544,84,112,43,1,0,1,1,1,0,0
69,1,206752,91,71,32,1,1,0,1,1,1,0
70,1,249000,83,100,30,1,0,0,0,1,0,0
70,2,249660,73,57,60,0,1,1,1,1,0,0
71,1,156978,57,51,54,1,1,0,1,0,0,0
71,2,296946,81,78,47,1,1,0,0,1,0,0
72,1,260820,92,81,35,0,0,1,0,0,0,0
73,1,404544,84,112,43,0,1,0,0,1,0,0
74,1,122400,50,51,48,1,1,0,0,1,1,0
74,2,249660,73,57,60,1,0,0,1,1,1,0
75,1,249000,83,100,30,1,1,1,1,1,0,0
75,2,404544,84,112,43,1,0,1,0,1,1,0
75,3,156978,57,51,54,1,0,1,0,0,1,0
76,1,156978,57,51,54,1,0,0,1,0,1,0
76,2,249660,73,57,60,1,1,1,1,0,1,0
76,3,206752,91,71,32,1,0,0,0,1,0,0
77,1,206752,91,71,32,1,1,1,1,0,1,0
77,2,61824,92,12,56,0,1,0,1,1,1,1
78,1,404544,84,112,43,1,0,1,0,0,1,0
79,1,18975,33,25,23,0,1,1,0,1,0,0
80,1,76140,47,36,45,0,0,0,1,1,1,0
81,1,260820,92,81,35,1,1,1,1,1,0,0
81,2,156978,57,51,54,0,1,0,0,1,1,0
81,3,71896,86,38,22,1,0,0,1,0,1,0
82,1,18975,33,25,23,0,1,0,0,1,0,0
82,2,18975,33,25,23,0,1,1,1,1,0,0
83,1,74844,81,33,28,0,1,0,1,1,1,0
84,1,71896,86,38,22,1,1,0,0,1,1,0
84,2,156978,57,51,54,0,1,0,1,1,0,0
