客戶,貨物,材積,長,寬,高,方向1,方向2,方向3,方向4,方向5,方向6,脆弱性
42,2,404544,84,112,43,1,1,0,1,0,1,0
42,3,249000,83,100,30,1,1,1,1,1,0,0
43,1,71896,86,38,22,1,1,1,1,1,1,0
43,2,74844,81,33,28,0,1,1,1,0,0,1
43,3,164820,82,67,30,0,0,1,1,0,1,1
44,1,93600,40,39,60,1,1,0,1,1,1,0
45,1,61824,92,12,56,1,0,0,1,0,0,0
45,2,249000,83,100,30,0,1,0,1,0,0,1
45,3,76140,47,36,45,1,0,1,1,1,0,1
46,1,296946,81,78,47,1,1,0,1,1,1,0
46,2,156978,57,51,54,0,1,0,0,1,1,1
47,1,549976,98,122,46,0,0,1,0,1,1,1
48,1,260820,92,81,35,1,0,1,1,1,0,1
49,1,260820,92,81,35,1,0,0,0,1,0,0
49,2,164820,82,67,30,1,0,1,1,1,1,0
49,3,249660,73,57,60,0,0,1,1,0,0,0
50,1,404544,84,112,43,1,1,1,1,0,1,1
51,1,164820,82,67,30,0,1,1,1,1,1,0
51,2,296946,81,78,47,1,1,1,1,1,0,0
51,3,71896,86,38,22,0,1,1,0,1,1,0
52,1,122400,50,51,48,1,1,0,1,0,0,0
52,2,296946,81,78,47,1,0,0,0,1,1,1
53,1,93600,40,39,60,0,1,1,1,1,0,0
54,1,164820,82,67,30,1,0,0,1,1,1,1
54,2,93600,40,39,60,0,1,0,1,1,1,1
54,3,156978,57,51,54,1,0,1,1,1,1,0
55,1,260820,92,81,35,0,1,1,0,1,1,0
55,2,76140,47,36,45,1,1,1,1,1,1,0
55,3,93600,40,39,60,1,1,1,0,1,0,0
56,1,122400,50,51,48,1,0,1,0,1,1,1
56,2,71896,86,38,22,1,0,1,1,1,1,0
56,3,404544,84,112,43,0,0,0,0,1,1,0
57,1,249000,83,100,30,0,1,1,1,1,1,0
57,2,71896,86,38,22,1,1,0,0,0,1,0
57,3,74844,81,33,28,0,0,0,0,1,1,1
58,1,156978,57,51,54,0,1,0,0,1,1,0
58,2,18975,33,25,23,0,0,1,0,1,1,0
58,3,260820,92,81,35,0,0,1,0,0,1,0
59,1,71896,86,38,22,1,1,1,0,0,1,0
59,2,122400,50,51,48,1,1,0,0,1,1,0
59,3,249000,83,100,30,0,0,1,0,0,1,1
60,1,260820,92,81,35,0,1,1,1,0,0,0
60,2,156978,57,51,54,0,0,0,1,0,1,1
61,1,76140,47,36,45,1,0,1,1,0,0,0
62,1,71896,86,38,22,1,0,1,1,0,1,1
63,1,249000,83,100,30,1,0,1,1,0,0,0
63,2,249000,83,100,30,0,1,0,0,0,1,0
64,1,260820,92,81,35,0,1,1,1,1,0,0
65,1,18975,33,25,23,0,0,1,0,1,0,0
65,2,76140,47,36,45,0,1,0,0,1,0,1
65,3,296946,81,78,47,0,0,1,1,1,1,0
66,1,296946,81,78,47,1,1,1,1,0,0,1
67,1,249660,73,57,60,1,0,1,1,0,1,0
67,2,249660,73,57,60,1,1,0,1,1,1,1
67,3,249660,73,57,60,1,1,0,1,0,1,0
68,1,296946,81,78,47,1,1,0,1,1,1,0
69,1,296946,81,78,47,0,0,1,1,0,1,0
69,2,549976,98,122,46,0,0,0,1,1,1,0
70,1,71896,86,38,22,0,1,1,1,1,0,0
70,2,74844,81,33,28,0,1,1,0,1,0,1
70,3,249000,83,100,30,1,1,1,1,1,1,0
71,1,71896,86,38,22,1,0,1,0,1,1,0
71,2,61824,92,12,56,0,1,1,1,1,0,0
72,1,164820,82,67,30,1,1,0,1,1,1,0
73,1,549976,98,122,46,0,0,0,1,1,1,1
73,2,156978,57,51,54,1,1,1,0,1,1,1
73,3,61824,92,12,56,1,1,1,1,0,1,1
74,1,260820,92,81,35,0,1,1,1,1,1,0
74,2,249000,83,100,30,0,1,1,0,0,1,0
74,3,206752,91,71,32,1,0,1,0,0,1,0
75,1,74844,81,33,28,1,1,1,1,1,0,0
75,2,156978,57,51,54,1,1,0,0,1,1,0
76,1,206752,91,71,32,1,1,0,0,1,1,1
76,2,76140,47,36,45,1,1,1,0,0,1,0
77,1,71896,86,38,22,1,1,0,1,1,1,0
77,2,164820,82,67,30,1,0,0,1,1,1,0
78,1,249660,73,57,60,0,1,1,0,0,0,0
79,1,260820,92,81,35,1,0,0,1,0,0,0
79,2,404544,84,112,43,1,0,1,0,1,1,0
79,3,74844,81,33,28,0,1,0,0,1,1,0
80,1,71896,86,38,22,1,0,1,1,1,1,0
80,2,156978,57,51,54,0,1,1,1,1,1,0
81,1,249660,73,57,60,1,1,1,1,0,0,1
82,1,93600,40,39,60,1,1,1,1,0,0,0
83,1,206752,91,71,32,1,0,1,1,1,1,1
83,2,71896,86,38,22,0,1,1,0,1,1,0
84,1,296946,81,78,47,1,1,0,1,1,0,0
84,2,76140,47,36,45,1,1,1,1,1,1,0
84,3,249660,73,57,60,1,1,0,0,0,1,0
